datetime,respondent,respondent-name,type,type-name,energy_consumption_mw,value-units
2025-08-19 09:00:00,PJM,"PJM Interconnection, LLC",D,Demand,85927,megawatthours
2025-08-19 08:00:00,PJM,"PJM Interconnection, LLC",D,Demand,85814,megawatthours
2025-08-19 07:00:00,PJM,"PJM Interconnection, LLC",D,Demand,87327,megawatthours
2025-08-19 06:00:00,PJM,"PJM Interconnection, LLC",D,Demand,90220,megawatthours
2025-08-19 05:00:00,PJM,"PJM Interconnection, LLC",D,Demand,94411,megawatthours
2025-08-19 04:00:00,PJM,"PJM Interconnection, LLC",D,Demand,99460,megawatthours
2025-08-19 03:00:00,PJM,"PJM Interconnection, LLC",D,Demand,104623,megawatthours
2025-08-19 02:00:00,PJM,"PJM Interconnection, LLC",D,Demand,111219,megawatthours
2025-08-19 01:00:00,PJM,"PJM Interconnection, LLC",D,Demand,115977,megawatthours
2025-08-19 00:00:00,PJM,"PJM Interconnection, LLC",D,Demand,118801,megawatthours
2025-08-18 23:00:00,PJM,"PJM Interconnection, LLC",D,Demand,122254,megawatthours
2025-08-18 22:00:00,PJM,"PJM Interconnection, LLC",D,Demand,123674,megawatthours
2025-08-18 21:00:00,PJM,"PJM Interconnection, LLC",D,Demand,123104,megawatthours
2025-08-18 20:00:00,PJM,"PJM Interconnection, LLC",D,Demand,122170,megawatthours
2025-08-18 19:00:00,PJM,"PJM Interconnection, LLC",D,Demand,120754,megawatthours
2025-08-18 18:00:00,PJM,"PJM Interconnection, LLC",D,Demand,118254,megawatthours
2025-08-18 17:00:00,PJM,"PJM Interconnection, LLC",D,Demand,114486,megawatthours
2025-08-18 16:00:00,PJM,"PJM Interconnection, LLC",D,Demand,111293,megawatthours
2025-08-18 15:00:00,PJM,"PJM Interconnection, LLC",D,Demand,108006,megawatthours
2025-08-18 14:00:00,PJM,"PJM Interconnection, LLC",D,Demand,105350,megawatthours
2025-08-18 13:00:00,PJM,"PJM Interconnection, LLC",D,Demand,103122,megawatthours
2025-08-18 12:00:00,PJM,"PJM Interconnection, LLC",D,Demand,101684,megawatthours
2025-08-18 11:00:00,PJM,"PJM Interconnection, LLC",D,Demand,98916,megawatthours
2025-08-18 10:00:00,PJM,"PJM Interconnection, LLC",D,Demand,94497,megawatthours
2025-08-18 09:00:00,PJM,"PJM Interconnection, LLC",D,Demand,92043,megawatthours
2025-08-18 08:00:00,PJM,"PJM Interconnection, LLC",D,Demand,92153,megawatthours
2025-08-18 07:00:00,PJM,"PJM Interconnection, LLC",D,Demand,94476,megawatthours
2025-08-18 06:00:00,PJM,"PJM Interconnection, LLC",D,Demand,98111,megawatthours
2025-08-18 05:00:00,PJM,"PJM Interconnection, LLC",D,Demand,103015,megawatthours
2025-08-18 04:00:00,PJM,"PJM Interconnection, LLC",D,Demand,108730,megawatthours
2025-08-18 03:00:00,PJM,"PJM Interconnection, LLC",D,Demand,115762,megawatthours
2025-08-18 02:00:00,PJM,"PJM Interconnection, LLC",D,Demand,121256,megawatthours
2025-08-18 01:00:00,PJM,"PJM Interconnection, LLC",D,Demand,125961,megawatthours
2025-08-18 00:00:00,PJM,"PJM Interconnection, LLC",D,Demand,130576,megawatthours
2025-08-17 23:00:00,PJM,"PJM Interconnection, LLC",D,Demand,135636,megawatthours
2025-08-17 22:00:00,PJM,"PJM Interconnection, LLC",D,Demand,138283,megawatthours
2025-08-17 21:00:00,PJM,"PJM Interconnection, LLC",D,Demand,137603,megawatthours
2025-08-17 20:00:00,PJM,"PJM Interconnection, LLC",D,Demand,134997,megawatthours
2025-08-17 19:00:00,PJM,"PJM Interconnection, LLC",D,Demand,131736,megawatthours
2025-08-17 18:00:00,PJM,"PJM Interconnection, LLC",D,Demand,127659,megawatthours
2025-08-17 17:00:00,PJM,"PJM Interconnection, LLC",D,Demand,121780,megawatthours
2025-08-17 16:00:00,PJM,"PJM Interconnection, LLC",D,Demand,115514,megawatthours
2025-08-17 15:00:00,PJM,"PJM Interconnection, LLC",D,Demand,108621,megawatthours
2025-08-17 14:00:00,PJM,"PJM Interconnection, LLC",D,Demand,102050,megawatthours
2025-08-17 13:00:00,PJM,"PJM Interconnection, LLC",D,Demand,95550,megawatthours
2025-08-17 12:00:00,PJM,"PJM Interconnection, LLC",D,Demand,90253,megawatthours
2025-08-17 11:00:00,PJM,"PJM Interconnection, LLC",D,Demand,88712,megawatthours
2025-08-17 10:00:00,PJM,"PJM Interconnection, LLC",D,Demand,89312,megawatthours
