datetime,respondent,respondent-name,type,type-name,energy_consumption_mw,value-units
2025-08-03 23:00:00,AZPS,Arizona Public Service Company,D,Demand,6697,megawatthours
2025-08-03 22:00:00,AZPS,Arizona Public Service Company,D,Demand,6203,megawatthours
2025-08-03 21:00:00,AZPS,Arizona Public Service Company,D,Demand,5924,megawatthours
2025-08-03 20:00:00,AZPS,Arizona Public Service Company,D,Demand,5606,megawatthours
2025-08-03 19:00:00,AZPS,Arizona Public Service Company,D,Demand,5191,megawatthours
2025-08-03 18:00:00,AZPS,Arizona Public Service Company,D,Demand,4718,megawatthours
2025-08-03 17:00:00,AZPS,Arizona Public Service Company,D,Demand,4232,megawatthours
2025-08-03 16:00:00,AZPS,Arizona Public Service Company,D,Demand,4036,megawatthours
2025-08-03 15:00:00,AZPS,Arizona Public Service Company,D,Demand,4118,megawatthours
2025-08-03 14:00:00,AZPS,Arizona Public Service Company,D,Demand,4407,megawatthours
2025-08-03 13:00:00,AZPS,Arizona Public Service Company,D,Demand,4676,megawatthours
2025-08-03 12:00:00,AZPS,Arizona Public Service Company,D,Demand,4792,megawatthours
2025-08-03 11:00:00,AZPS,Arizona Public Service Company,D,Demand,4909,megawatthours
2025-08-03 10:00:00,AZPS,Arizona Public Service Company,D,Demand,5006,megawatthours
2025-08-03 09:00:00,AZPS,Arizona Public Service Company,D,Demand,5089,megawatthours
2025-08-03 08:00:00,AZPS,Arizona Public Service Company,D,Demand,5401,megawatthours
2025-08-03 07:00:00,AZPS,Arizona Public Service Company,D,Demand,5847,megawatthours
2025-08-03 06:00:00,AZPS,Arizona Public Service Company,D,Demand,6345,megawatthours
2025-08-03 05:00:00,AZPS,Arizona Public Service Company,D,Demand,6417,megawatthours
2025-08-03 04:00:00,AZPS,Arizona Public Service Company,D,Demand,7002,megawatthours
2025-08-03 03:00:00,AZPS,Arizona Public Service Company,D,Demand,7400,megawatthours
2025-08-03 02:00:00,AZPS,Arizona Public Service Company,D,Demand,7666,megawatthours
2025-08-03 01:00:00,AZPS,Arizona Public Service Company,D,Demand,7664,megawatthours
2025-08-03 00:00:00,AZPS,Arizona Public Service Company,D,Demand,7396,megawatthours
2025-08-02 23:00:00,AZPS,Arizona Public Service Company,D,Demand,7053,megawatthours
2025-08-02 22:00:00,AZPS,Arizona Public Service Company,D,Demand,6742,megawatthours
2025-08-02 21:00:00,AZPS,Arizona Public Service Company,D,Demand,6524,megawatthours
2025-08-02 20:00:00,AZPS,Arizona Public Service Company,D,Demand,6069,megawatthours
2025-08-02 19:00:00,AZPS,Arizona Public Service Company,D,Demand,5760,megawatthours
2025-08-02 18:00:00,AZPS,Arizona Public Service Company,D,Demand,5346,megawatthours
2025-08-02 17:00:00,AZPS,Arizona Public Service Company,D,Demand,4931,megawatthours
2025-08-02 16:00:00,AZPS,Arizona Public Service Company,D,Demand,4652,megawatthours
2025-08-02 15:00:00,AZPS,Arizona Public Service Company,D,Demand,4584,megawatthours
2025-08-02 14:00:00,AZPS,Arizona Public Service Company,D,Demand,4864,megawatthours
2025-08-02 13:00:00,AZPS,Arizona Public Service Company,D,Demand,5017,megawatthours
2025-08-02 12:00:00,AZPS,Arizona Public Service Company,D,Demand,5135,megawatthours
2025-08-02 11:00:00,AZPS,Arizona Public Service Company,D,Demand,5252,megawatthours
2025-08-02 10:00:00,AZPS,Arizona Public Service Company,D,Demand,5467,megawatthours
2025-08-02 09:00:00,AZPS,Arizona Public Service Company,D,Demand,5725,megawatthours
2025-08-02 08:00:00,AZPS,Arizona Public Service Company,D,Demand,6053,megawatthours
2025-08-02 07:00:00,AZPS,Arizona Public Service Company,D,Demand,6546,megawatthours
2025-08-02 06:00:00,AZPS,Arizona Public Service Company,D,Demand,6899,megawatthours
2025-08-02 05:00:00,AZPS,Arizona Public Service Company,D,Demand,6981,megawatthours
2025-08-02 04:00:00,AZPS,Arizona Public Service Company,D,Demand,7382,megawatthours
2025-08-02 03:00:00,AZPS,Arizona Public Service Company,D,Demand,7690,megawatthours
2025-08-02 02:00:00,AZPS,Arizona Public Service Company,D,Demand,7867,megawatthours
2025-08-02 01:00:00,AZPS,Arizona Public Service Company,D,Demand,7901,megawatthours
2025-08-02 00:00:00,AZPS,Arizona Public Service Company,D,Demand,7593,megawatthours
2025-08-01 23:00:00,AZPS,Arizona Public Service Company,D,Demand,7604,megawatthours
2025-08-01 22:00:00,AZPS,Arizona Public Service Company,D,Demand,7255,megawatthours
2025-08-01 21:00:00,AZPS,Arizona Public Service Company,D,Demand,7114,megawatthours
2025-08-01 20:00:00,AZPS,Arizona Public Service Company,D,Demand,6630,megawatthours
2025-08-01 19:00:00,AZPS,Arizona Public Service Company,D,Demand,6323,megawatthours
2025-08-01 18:00:00,AZPS,Arizona Public Service Company,D,Demand,5986,megawatthours
2025-08-01 17:00:00,AZPS,Arizona Public Service Company,D,Demand,5738,megawatthours
2025-08-01 16:00:00,AZPS,Arizona Public Service Company,D,Demand,5377,megawatthours
2025-08-01 15:00:00,AZPS,Arizona Public Service Company,D,Demand,5334,megawatthours
2025-08-01 14:00:00,AZPS,Arizona Public Service Company,D,Demand,5362,megawatthours
2025-08-01 13:00:00,AZPS,Arizona Public Service Company,D,Demand,5304,megawatthours
2025-08-01 12:00:00,AZPS,Arizona Public Service Company,D,Demand,5336,megawatthours
